종목명,현재가,전일비,등락률,액면가,거래량,시가총액,영업이익,PER,ROA
KODEX 국채선물10년인버스,44570,120,0.27%,0,32,126,,,
TRUE 레버리지 S&P500 선물 ETN(H),12560,105,0.84%,0,21999,126,,,
KBSTAR 주식혼합,31110,40,-0.13%,0,6,124,,,
NPC우,2340,5,0.21%,500,2754,124,,8.3,
신한 인버스 다우존스지수 선물 ETN(H),6165,40,-0.64%,0,1282,123,,,
TIGER 유로스탁스배당30,12205,80,0.66%,0,1595,122,,,
KINDEX 레버리지,4195,5,-0.12%,0,8966,122,,,
TRUE 코스피 커버드풋 ETN B,12135,0,0.00%,0,2,121,,,
QV 내수소비 TOP5 ETN,6035,65,-1.07%,0,1,121,,,
삼성 인버스 China A50 선물 ETN(H),11990,140,-1.15%,0,1413,120,,,
TIGER 중소형가치,7730,40,-0.51%,0,2328,120,,,
TRUE 레버리지 엔선물 ETN B,11935,65,0.55%,0,656,119,,,
KBSTAR 5대그룹주,4970,15,0.30%,0,52,119,,,
TIGER 경기방어채권혼합,9110,35,-0.38%,0,410,118,,,
TIGER 200 건설,2315,25,-1.07%,0,4319,118,,,
KODEX MSCI밸류,8390,20,-0.24%,0,277,117,,,
신풍제약우,5330,50,0.95%,500,3454,117,,148.06,
남선알미우,38000,50,0.13%,500,11358,117,,166.67,
코오롱우,10850,950,-8.05%,5000,484283,117,,97.75,
KODEX S&P글로벌인프라(합성),11840,60,-0.50%,0,5225,116,,,
KODEX WTI원유선물(H),19235,5,-0.03%,0,3558,115,,,
KODEX 미국S&P IT(합성),24440,30,0.12%,0,640,115,,,
QV 제약 TOP5 ETN,5735,25,-0.43%,0,1,115,,,
흥국 S&P코리아로우볼,9315,0,0.00%,0,0,115,,,
미래에셋 인버스 전기전자 Core5 ETN,5725,0,0.00%,0,1029,114,,,
삼성 레저 테마주 ETN,5685,0,0.00%,0,0,114,,,
TIGER S&P글로벌인프라(합성),11335,5,0.04%,0,18,113,,,
ARIRANG 고배당주채권혼합,10255,5,0.05%,0,5184,113,,,
삼성 인버스 2X 구리 선물 ETN(H),11085,15,0.14%,0,124,111,,,
대신 2X 아연선물 ETN(H),5540,95,-1.69%,0,11336,111,,,
신한 인버스 2X 구리 선물 ETN,11065,75,0.68%,0,222,111,,,
QV CHINEXT ETN(H),5530,0,0.00%,0,0,111,,,
TRUE 레버리지 유로스탁스50 ETN(H),11060,55,0.50%,0,789,111,,,
TIGER 200커버드콜ATM,9210,5,-0.05%,0,12,111,,,
TIGER 200커뮤니케이션서비스,16230,155,-0.95%,0,1,110,,,
TIGER 증권,3715,25,-0.67%,0,11765,110,,,
대신 인버스 철광석 선물 ETN(H),5490,320,-5.51%,0,71373,110,,,
TRUE 인버스 HSCEI ETN(H) B,10945,95,-0.86%,0,47,109,,,
TRUE 엔선물 ETN B,10940,0,0.00%,0,0,109,,,
KINDEX 러시아MSCI(합성),27345,200,0.74%,0,3036,109,,,
KINDEX 스마트밸류,9930,10,0.10%,0,20,109,,,
KODEX KRX300선물인버스,10855,15,-0.14%,0,1211,109,,,
신한 달러인덱스 선물 ETN(H),10840,0,0.00%,0,0,108,,,
ARIRANG 미국나스닥기술주,13470,80,0.60%,0,1978,108,,,
대신 WTI원유 선물 ETN(H),10740,65,-0.60%,0,5,107,,,
KODEX 성장투자,8905,0,0.00%,0,0,107,,,
SK네트웍스우,94000,1600,-1.67%,2500,4530,107,,3241.38,
TRUE 인버스 2X 나스닥 100 ETN,10675,55,-0.51%,0,52948,107,,,
ARIRANG 우량회사채50 1년,106665,25,-0.02%,0,187,107,,,
계양전기우,7590,100,-1.30%,500,7511,106,,27.01,
신한 MSCI 인도네시아 선물 ETN(H),10600,0,0.00%,0,0,106,,,
TIGER 일본TOPIX헬스케어(합성),10560,60,0.57%,0,200,106,,,
TRUE 인버스 나스닥 100 ETN,10540,25,0.24%,0,50,105,,,
대신 니켈선물 ETN(H),15045,95,0.64%,0,250,105,,,
SK증권우,2685,15,-0.56%,500,17279,105,,68.85,
TIGER 글로벌자원생산기업(합성 H),10440,90,-0.85%,0,199,104,,,
TIGER 미국나스닥바이오,14895,5,0.03%,0,513,104,,,
KOSEF Fn중소형,16220,120,-0.73%,0,4050,104,,,
TRUE 유로선물 ETN B,10330,20,0.19%,0,4,103,,,
파워 코스피100,19850,10,0.05%,0,51,103,,,
KODEX 멀티에셋하이인컴(H),10290,5,-0.05%,0,5163,103,,,
TIGER 미국달러단기채권액티브,10285,25,0.24%,0,16066,103,,,
KODEX 200미국채혼합,10655,5,0.05%,0,6125,102,,,
KOSEF 미국달러선물인버스,10120,30,-0.30%,0,351,102,,,
ARIRANG 200로우볼,8175,15,0.18%,0,31,102,,,
QV 미국 IT TOP5 ETN(H),14525,35,0.24%,0,146,102,,,
KINDEX 미국4차산업인터넷(합성 H),12620,20,0.16%,0,323,101,,,
신한 코스피 콘도르 6/10% 콜 2204-01 ETN,10095,0,0.00%,0,0,101,,,
삼성 음식료 테마주 ETN,5020,0,0.00%,0,0,100,,,
KOSEF 블루칩,7140,10,-0.14%,0,1053,100,,,
QV 의료 TOP5 ETN,4985,0,0.00%,0,0,100,,,
신한 코스피 월별 양매도 5% 콜 2206-1 ETN,9905,0,0.00%,0,0,99,,,
한화투자증권우,2060,5,-0.24%,5000,4524,99,,5.04,
KODEX 심천ChiNext(합성),7055,25,-0.35%,0,3220,99,,,
TRUE 레버리지 HSCEI ETN(H),9805,180,1.87%,0,111,98,,,
신한 코스피 콘도르 4/10% 콜 2204-01 ETN,9790,0,0.00%,0,0,98,,,
KOSEF 배당바이백Plus,13030,75,-0.57%,0,208,98,,,
신한 코스피 월별 양매도 3% 콜 2206-1 ETN,9760,0,0.00%,0,0,98,,,
TRUE 레버리지 나스닥 100 ETN,9710,100,1.04%,0,53491,97,,,
TRUE 인버스 유로선물 ETN B,9700,0,0.00%,0,0,97,,,
쌍용양회우,6280,130,-2.03%,1000,15650,97,,21.66,
ARIRANG 200퀄리티,8040,15,0.19%,0,31,96,,,
TIGER 200에너지화학레버리지,8040,85,1.07%,0,10970,96,,,
태양금속우,2915,25,-0.85%,500,3593,96,,-21.75,
KODEX 미국채울트라30년선물(H),11955,240,-1.97%,0,31750,96,,,
KOSEF 고배당,7595,20,-0.26%,0,1115,95,,,
신한 레버리지 구리 선물 ETN,9485,15,0.16%,0,901,95,,,
TRUE 인버스 2X HSCEI ETN(H),9410,180,-1.88%,0,2983,94,,,
KBSTAR 차이나HSCEI(H),11650,140,1.22%,0,2126,93,,,
신한 인버스 달러인덱스 선물 ETN(H),9315,0,0.00%,0,0,93,,,
TIGER 코스닥150IT,10555,55,0.52%,0,2213,93,,,
삼성 모멘텀 탑픽 ETN,4640,80,-1.69%,0,4,93,,,
KOSEF 200선물인버스,9565,35,0.37%,0,4627,93,,,
TIGER 골드선물(H),11430,65,-0.57%,0,5844,91,,,
QV 인버스 레버리지 WTI원유 선물 ETN(H),4560,5,0.11%,0,86,91,,,
신한 인버스 MSCI 인도네시아 선물 ETN(H),9100,0,0.00%,0,0,91,,,
TRUE 인버스 엔선물 ETN B,9100,10,-0.11%,0,5766,91,,,
KOSEF 코스피100,19755,5,-0.03%,0,473,91,,,
TIGER 일본엔선물,11290,75,0.67%,0,818,90,,,
KODEX 퀄리티Plus,8155,50,-0.61%,0,202,90,,,
KODEX 기계장비,4215,10,0.24%,0,21254,89,,,
TRUE 인버스 유로스탁스50 ETN(H) B,8850,25,-0.28%,0,32,88,,,
신한 인버스 2X 금 선물 ETN,8820,110,1.26%,0,15539,88,,,
KBSTAR 미국장기국채선물레버리지(합성 H),12425,245,-1.93%,0,8998,87,,,
KBSTAR KRX300선물인버스,10865,5,0.05%,0,29,87,,,
KODEX 미디어&엔터테인먼트,10770,45,-0.42%,0,645,86,,,
크라운해태홀딩스우,14300,600,4.38%,500,144944,86,,47.04,
신한 인버스 브렌트원유 선물 ETN(H),8575,0,0.00%,0,0,86,,,
TIGER 일본엔선물레버리지,12245,5,-0.04%,0,8543,86,,,
마이티 코스피고배당,10985,10,-0.09%,0,19,86,,,
KBSTAR 헬스케어,8140,50,-0.61%,0,500,85,,,
KODEX 에너지화학,10165,45,0.44%,0,5207,85,,,
KODEX MSCI퀄리티,8525,0,0.00%,0,0,85,,,
KODEX 미국S&P산업재(합성),15940,115,0.73%,0,38,85,,,
서울식품우,3815,85,-2.18%,100,69380,85,,1907.5,
ARIRANG 주도업종,7070,25,0.35%,0,72,85,,,
KODEX 경기소비재,9380,30,-0.32%,0,62,84,,,
TRUE 코스피 커버드콜 ETN B,8420,55,-0.65%,0,4,84,,,
HANARO e커머스,9305,5,-0.05%,0,5300,84,,,
ARIRANG 200밸류,7970,15,0.19%,0,31,84,,,
삼성 레버리지 구리 선물 ETN(H),8335,10,-0.12%,0,1178,83,,,
KINDEX 미국다우존스리츠(합성 H),82880,5,0.01%,0,271,83,,,
대신 인버스 아연선물 ETN(H),11825,105,0.90%,0,140,83,,,
QV 인버스 레버리지 MSCI 선진국 ETN,11825,0,0.00%,0,0,83,,,
TIGER KRX300레버리지,8235,30,-0.36%,0,70,82,,,
KBSTAR KRX300레버리지,8225,20,-0.24%,0,15064,82,,,
KODEX 보험,5780,65,-1.11%,0,2047,81,,,
KINDEX 일본Nikkei225(H),13480,60,0.45%,0,2379,81,,,
KINDEX 스마트퀄리티,11535,0,0.00%,0,20,81,,,
대한제당우,12450,100,0.81%,2500,700,81,,12.3,
TIGER 구리실물,6550,5,-0.08%,0,149,80,,,
QV 인버스 MSCI 선진국 ETN,11445,0,0.00%,0,0,80,,,
KINDEX 스마트하이베타,8895,0,0.00%,0,20,80,,,
KODEX 미국달러선물인버스,9750,30,-0.31%,0,62423,80,,,
신한 브렌트원유 선물 ETN(H),7965,5,-0.06%,0,1,80,,,
KOSEF 저PBR가중,11370,65,-0.57%,0,5076,80,,,
TIGER 유로스탁스레버리지(합성 H),7940,25,0.32%,0,103,79,,,
KODEX 콩선물(H),7925,40,-0.50%,0,118,79,,,
TIGER 국채선물3년인버스,49460,35,0.07%,0,15,79,,,
동북아12호,4990,20,-0.40%,5000,199,79,5,16.63,5.87
KBSTAR 헬스케어채권혼합,9875,25,-0.25%,0,6,79,,,
KODEX 일본TOPIX100,13165,35,0.27%,0,717,79,,,
KINDEX 스마트로우볼,11275,10,-0.09%,0,20,79,,,
동북아13호,4970,25,-0.50%,5000,100,79,5,16.57,5.91
마이티 코스피100,19680,0,0.00%,0,0,79,,,
TIGER 대만TAIEX선물(H),13050,15,-0.11%,0,1,78,,,
TIGER 베타플러스,11185,0,0.00%,0,0,78,,,
KODEX 게임산업,8655,20,-0.23%,0,9299,78,,,
TRUE 인버스 2X 유로스탁스50 ETN(H),7730,60,-0.77%,0,1196,77,,,
TIGER 중장기국채선물인버스,47490,80,0.17%,0,17,76,,,
TIGER 화장품,2690,35,-1.28%,0,14685,76,,,
TIGER 차이나항셍25,16830,95,0.57%,0,704,76,,,
TIGER KRX300선물인버스,10815,45,0.42%,0,19,76,,,
KODEX 가치투자,9455,45,-0.47%,0,4,76,,,
KOSEF KRX100,4190,5,0.12%,0,128,75,,,
TIGER 삼성그룹펀더멘털,8180,15,0.18%,0,330,75,,,
대원전선우,2870,20,-0.69%,500,3962,75,,159.44,
KODEX 미국나스닥100선물(H),10015,30,0.30%,0,1087,75,,,
TIGER 지속배당,12470,65,-0.52%,0,6,75,,,
KINDEX 삼성그룹동일가중,12460,25,-0.20%,0,128,75,,,
KBSTAR IT플러스,10375,20,0.19%,0,5,75,,,
TIGER 200 경기소비재,13325,55,0.41%,0,524,75,,,
삼성 인버스 2X 은 선물 ETN(H),7430,65,0.88%,0,325,74,,,
파워 스마트밸류,12345,0,0.00%,0,50,74,,,
일양약품우,16550,50,0.30%,2500,234,74,,-65.94,
TIGER 국채선물10년인버스,45705,120,0.26%,0,13,73,,,
HANARO 농업융복합산업,8595,10,-0.12%,0,1000,73,,,
TIGER 지주회사,9100,0,0.00%,0,0,73,,,
성신양회우,9890,100,-1.00%,5000,24541,73,,14.98,
ARIRANG 코스닥150선물인버스,14500,115,0.80%,0,8595,72,,,
KBSTAR V&S셀렉트밸류,10300,80,-0.77%,0,50,72,,,
TRUE 코스피 타겟볼20 ETN,7185,0,0.00%,0,0,72,,,
코리아써우,2420,0,0.00%,500,396,72,,-1.85,
CJ씨푸드1우,35850,900,2.58%,500,74761,72,,597.5,
동원시스템즈우,27000,650,-2.35%,5000,102,72,,13.08,
KODEX 밸류Plus,7130,15,-0.21%,0,60,71,,,
TIGER 중장기국채선물인버스2X,44480,160,0.36%,0,10,71,,,
KINDEX 일본TOPIX인버스(합성 H),6460,0,0.00%,0,2033,71,,,
QV MSCI 선진국 ETN,10140,0,0.00%,0,0,71,,,
깨끗한나라우,19300,1300,7.22%,1000,274884,71,,-21.47,
성문전자우,11750,300,2.62%,500,7123,70,,1175,
KBSTAR 글로벌4차산업IT(합성 H),12800,15,-0.12%,0,893,70,,,
KINDEX 멕시코MSCI(합성),8795,55,-0.62%,0,54,70,,,
유유제약1우,6200,20,0.32%,1000,2425,70,,11.83,
ARIRANG S&P글로벌인프라,11700,45,-0.38%,0,392,70,,,
KODEX 미국러셀2000(H),10015,10,-0.10%,0,1,70,,,
TIGER 대형성장,7375,5,-0.07%,0,877,70,,,
크라운제과우,9050,350,4.02%,200,194760,70,,8.79,
마이티 200커버드콜ATM레버리지,7725,5,-0.06%,0,5,70,,,
KODEX IT,11345,50,0.44%,0,5335,68,,,
KBSTAR 미국장기국채선물(H),11340,100,-0.87%,0,782,68,,,
ARIRANG 미국다우존스고배당주(합성 H),12835,5,0.04%,0,216,68,,,
KBSTAR KRX300미국달러선물혼합,9685,15,0.16%,0,74,68,,,
ARIRANG 200선물레버리지,19365,30,-0.15%,0,1586,68,,,
QV 레버리지 MSCI 선진국 ETN,9635,50,0.52%,0,56,67,,,
삼성 화장품 테마주 ETN,3370,55,-1.61%,0,2,67,,,
TIGER 방송통신,7990,75,-0.93%,0,12117,67,,,
ARIRANG 글로벌MSCI(합성 H),13055,25,0.19%,0,631,67,,,
TIGER 이머징마켓MSCI레버리지(합성 H),9510,55,-0.58%,0,182,67,,,
ARIRANG 스마트베타 Quality,8295,20,-0.24%,0,31,66,,,
TIGER KTOP30,6290,10,0.16%,0,203,66,,,
TREX 펀더멘탈 200,26410,5,-0.02%,0,1,66,,,
SMART 중국본토 중소형 CSI500(합성 H),3640,10,-0.27%,0,40,66,,,
KINDEX 일본TOPIX레버리지(H),13035,165,1.28%,0,913,65,,,
KBSTAR 200고배당커버드콜ATM,9300,20,-0.21%,0,16,65,,,
TIGER 코스닥150로우볼,10800,65,-0.60%,0,2,65,,,
KINDEX 필리핀MSCI(합성),16110,90,0.56%,0,2005,64,,,
KODEX 철강,6530,80,-1.21%,0,4557,64,,,
KODEX 헬스케어,10665,120,-1.11%,0,3738,64,,,
삼성중공우,55300,100,-0.18%,5000,1392,64,,-79.8,
현대비앤지스틸우,57400,100,-0.17%,5000,111,63,,44.84,
TIGER 일본엔선물인버스,8975,0,0.00%,0,0,63,,,
TIGER 의료기기,9640,115,-1.18%,0,75,63,,,
KBSTAR 내수주플러스,8685,35,-0.40%,0,5,63,,,
KBSTAR 일본TOPIX레버리지(H),12495,110,0.89%,0,1,62,,,
대신 아연선물 ETN(H),8855,125,-1.39%,0,6,62,,,
KBSTAR 차이나H선물인버스(H),11265,105,-0.92%,0,443,62,,,
KODEX 미국S&P금융(합성),16655,55,0.33%,0,249,62,,,
파워 중기국고채,102555,0,0.00%,0,0,62,,,
KBSTAR V&S셀렉트밸류채권혼합,10245,40,-0.39%,0,205,61,,,
KODEX FnKorea50,7650,0,0.00%,0,0,61,,,
ARIRANG 국채선물3년,52620,50,-0.09%,0,6,61,,,
ARIRANG 국채선물10년,58560,235,-0.40%,0,331,61,,,
KODEX 미국S&P바이오(합성),22050,325,-1.45%,0,232,61,,,
TIGER 200 헬스케어,15145,20,-0.13%,0,470,61,,,
ARIRANG 스마트베타Quality채권혼합,10010,0,0.00%,0,34,60,,,
TIGER 원유선물인버스(H),9880,5,-0.05%,0,5899,59,,,
KBSTAR ESG사회책임투자,7865,10,-0.13%,0,5,59,,,
KODEX 미국채10년선물,11795,30,-0.25%,0,10972,59,,,
KODEX 미국S&P에너지(합성),7870,55,0.70%,0,302,59,,,
KBSTAR 국채선물10년인버스,44935,145,0.32%,0,6,58,,,
KBSTAR 미국S&P원유생산기업(합성 H),4160,35,-0.83%,0,273,58,,,
ARIRANG 스마트베타 Value,8315,20,-0.24%,0,43,58,,,
대상홀딩스우,6370,40,-0.62%,1000,62604,58,,10.08,
KINDEX 미국WideMoat가치주,11565,45,-0.39%,0,5602,58,,,
TIGER 현대차그룹+펀더멘털,16980,105,0.62%,0,4,58,,,
KODEX 3대농산물선물(H),7655,5,0.07%,0,155,57,,,
TIGER 200커버드콜5%OTM,11465,0,0.00%,0,0,57,,,
KBSTAR 200선물인버스,9520,10,0.11%,0,1109,57,,,
ARIRANG 200모멘텀,7915,20,0.25%,0,31,55,,,
KBSTAR 중국MSCI China선물(H),10060,35,0.35%,0,155,55,,,
KINDEX 배당성장,27615,135,-0.49%,0,26,55,,,
TIGER 코스닥150바이오테크,7450,160,-2.10%,0,1394,55,,,
TIGER 일본엔선물인버스2X,7865,30,0.38%,0,797,55,,,
TIGER 중소형,7255,15,0.21%,0,7,54,,,
삼성 건축자재 테마주 ETN,2705,0,0.00%,0,0,54,,,
KINDEX 인버스,8980,10,0.11%,0,3294,54,,,
KBSTAR 우량업종,8975,5,-0.06%,0,10,54,,,
TIGER 중소형성장,6710,20,-0.30%,0,10,54,,,
하나니켈2호,1630,50,3.16%,0,221016,54,,,
덕성우,3845,15,0.39%,500,22349,54,,-32.58,
KODEX 미국FANG플러스(H),10690,25,-0.23%,0,574,53,,,
KINDEX 코스닥(합성),8905,0,0.00%,0,0,53,,,
ARIRANG 선진국MSCI(합성 H),9880,100,-1.00%,0,1233,53,,,
KBSTAR 지주회사,6635,20,-0.30%,0,28,53,,,
노루페인트우,11350,100,-0.87%,500,2583,53,,18.22,
코오롱글로벌우,16800,50,0.30%,5000,13925,53,,26.29,
TIGER MSCI KOREA ESG유니버설,7610,20,-0.26%,0,8,52,,,
KBSTAR 미국장기국채선물인버스(H),8725,125,1.45%,0,157,52,,,
금강공업우,8860,10,0.11%,1000,15955,52,,15.28,
ARIRANG 스마트베타 LowVOL,8705,25,-0.29%,0,32,52,,,
KBSTAR 미국장기국채선물인버스2X(합성 H),7445,185,2.55%,0,2077,52,,,
KOSEF 코스닥150선물레버리지,2725,50,-1.80%,0,14396,52,,,
KODEX 국채선물3년인버스,49445,50,0.10%,0,204,50,,,
TIGER 금은선물(H),8400,20,-0.24%,0,3730,50,,,
TIGER 라틴35,3845,25,-0.65%,0,4544,50,,,
KODEX 미국채울트라30년선물인버스(H),8290,120,1.47%,0,1,50,,,
신원우,54400,300,-0.55%,500,371,49,,-697.44,
KINDEX 국채선물3년인버스,98685,95,0.10%,0,20,49,,,
KODEX 한국대만IT프리미어,9865,0,0.00%,0,8,49,,,
TIGER K게임,7545,0,0.00%,0,0,49,,,
KBSTAR 수출주,8145,5,-0.06%,0,10,49,,,
ARIRANG KRX300산업재,9670,10,0.10%,0,44,48,,,
TIGER MSCI KOREA ESG리더스,7325,35,0.48%,0,1,48,,,
TIGER 여행레저,3925,45,-1.13%,0,2334,48,,,
TIGER LG그룹+펀더멘털,6335,0,0.00%,0,587,48,,,
HANARO 코스닥150선물레버리지,5545,95,-1.68%,0,5244,48,,,
동양우,7710,140,-1.78%,500,1694,48,,550.71,
TIGER 200 산업재,4915,10,-0.20%,0,37,47,,,
대신 인버스 니켈선물 ETN(H),6630,45,0.68%,0,4,46,,,
ARIRANG 200동일가중,7730,15,-0.19%,0,31,46,,,
KODEX China H선물인버스(H),11500,80,-0.69%,0,1534,46,,,
TREX 중소형가치,6920,60,-0.86%,0,9,46,,,
TIGER 200 철강소재,6840,95,-1.37%,0,44,45,,,
KINDEX 국채선물10년인버스,89930,270,0.30%,0,24,45,,,
동부건설우,19750,300,-1.50%,5000,1241,45,,5.63,
KINDEX 한류,5560,55,-0.98%,0,101,44,,,
KODEX 골드선물인버스(H),8880,40,0.45%,0,23692,44,,,
KBSTAR 200커뮤니케이션서비스,10045,15,-0.15%,0,6,44,,,
동부제철우,27400,1000,-3.52%,5000,842,44,,-5.58,
진흥기업우B,5100,130,-2.49%,500,3455,44,,124.39,
한양증권우,8300,10,-0.12%,5000,46,44,,23.65,
JW중외제약우,25600,0,0.00%,2500,192,43,,69.95,
ARIRANG 심천차이넥스트(합성),7085,70,1.00%,0,7,43,,,
ARIRANG 200선물인버스2X,16930,10,0.06%,0,7155,42,,,
ARIRANG KRX300금융,8790,40,-0.45%,0,46,42,,,
KBSTAR 200생활소비재,7510,10,-0.13%,0,5,42,,,
TIGER 200 생활소비재,9875,65,-0.65%,0,12,41,,,
KBSTAR 200중공업,8575,35,0.41%,0,10,41,,,
TIGER 은행,6605,20,-0.30%,0,1319,41,,,
DB하이텍1우,36400,950,-2.54%,5000,617,41,,18.66,
KBSTAR 200건설,9290,85,-0.91%,0,5,41,,,
KODEX 구리선물(H),5045,20,-0.39%,0,5653,40,,,
KBSTAR 200금융,7705,35,-0.45%,0,260,40,,,
KODEX MSCI모멘텀,7980,0,0.00%,0,0,40,,,
KBSTAR 코스닥150선물인버스,9620,75,0.79%,0,53931,38,,,
KBSTAR 중소형모멘텀밸류,8425,50,-0.59%,0,5,38,,,
KBSTAR 200에너지화학,7555,35,0.47%,0,8,38,,,
ARIRANG 스마트베타 Momentum,7495,15,-0.20%,0,39,37,,,
ARIRANG KRX300자유소비재,10995,30,0.27%,0,43,37,,,
KBSTAR 게임테마,8305,5,-0.06%,0,8,37,,,
진흥기업2우B,12650,100,-0.78%,500,2691,37,,308.54,
TIGER 미디어컨텐츠,4775,90,-1.85%,0,17939,37,,,
흥국화재우,4830,0,0.00%,5000,357,37,,6.24,
KBSTAR 중소형모멘텀로우볼,8095,75,-0.92%,0,5,36,,,
KBSTAR 200경기소비재,8245,65,0.79%,0,54,36,,,
KODEX MSCI EM선물(H),8000,5,0.06%,0,106,36,,,
KBSTAR 200철강소재,6550,85,-1.28%,0,8,35,,,
KODEX WTI원유선물인버스(H),13840,35,-0.25%,0,3489,35,,,
KBSTAR KQ모멘텀밸류,7650,35,-0.46%,0,5,34,,,
KBSTAR KQ모멘텀로우볼,7425,30,-0.40%,0,5,33,,,
JW중외제약2우B,37850,500,-1.30%,2500,55,33,,103.42,
KOSEF 코스닥150선물,5585,45,-0.80%,0,59,33,,,
코리아써키트2우B,4130,105,2.61%,500,16,32,,-3.16,
노루홀딩스우,17300,150,0.87%,500,2446,32,,-28.5,
ARIRANG 코스피중형주,7685,35,-0.45%,0,32,31,,,
동양2우B,9830,60,-0.61%,500,371,30,,702.14,
흥국화재2우B,19450,250,1.30%,5000,128,30,,25.13,
ARIRANG KRX300IT,10395,55,0.53%,0,41,29,,,
TIGER 금속선물(H),4840,45,-0.92%,0,55,29,,,
유유제약2우B,17600,50,-0.28%,1000,591,29,,33.59,
대한제당3우B,21300,0,0.00%,2500,382,28,,21.05,
동양3우B,28050,250,0.90%,500,288,25,,2003.57,
ARIRANG KRX300헬스케어,7475,80,-1.06%,0,107,24,,,
KBSTAR 200산업재,8940,10,-0.11%,0,201,20,,,
KINDEX 골드선물 인버스2X(합성 H),4830,75,-1.53%,0,6184,19,,,
KODEX 운송,2745,0,0.00%,0,968,19,,,
ARIRANG 코스닥150,8820,70,-0.79%,0,411,18,,,
TIGER KRX100,41750,5,0.01%,0,11,6,,,
